"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-1.4.4.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/selenium-webdriver/lib/test/data/js/jquery-1.4.4.min.js,"","",73a9c334c5ca71d70d092b42064f6476,b75990598ee8d3895448ed9d08726af63109f842,pkg:javascript/jquery@1.4.4.min,"",CVE-2020-11023,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute untrusted code. This problem is patched in jQuery 3.5.0.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-1.4.4.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/selenium-webdriver/lib/test/data/js/jquery-1.4.4.min.js,"","",73a9c334c5ca71d70d092b42064f6476,b75990598ee8d3895448ed9d08726af63109f842,pkg:javascript/jquery@1.4.4.min,"",CVE-2011-4969,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in jQuery before 1.6.3, when using location.hash to select elements, allows remote attackers to inject arbitrary web script or HTML via a crafted tag.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,"","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-1.6.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/grunt-retire/test-files/jquery-1.6.js,"","",d504f6ae4b4da84f82e6467c2f35e1dc,034970f98cb529c779c8f961b2b7c09ecb499240,pkg:javascript/jquery@1.6,"",CVE-2012-6708,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"jQuery before 1.9.0 is vulnerable to Cross-site Scripting (XSS) attacks. The jQuery(strInput) function does not differentiate selectors from HTML in a reliable fashion. In vulnerable versions, jQuery determined whether the input was HTML by looking for the '<' character anywhere in the string, giving attackers more flexibility when attempting to construct a malicious payload. In fixed versions, jQuery only deems the input to be HTML if it explicitly starts with the '<' character, limiting exploitability only to attackers who can control the beginning of a string, which is far less common.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-1.6.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/grunt-retire/test-files/jquery-1.6.js,"","",d504f6ae4b4da84f82e6467c2f35e1dc,034970f98cb529c779c8f961b2b7c09ecb499240,pkg:javascript/jquery@1.6,"",CVE-2015-9251,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"jQuery before 3.0.0 is vulnerable to Cross-site Scripting (XSS) attacks when a cross-domain Ajax request is performed without the dataType option, causing text/javascript responses to be executed.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-1.6.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/grunt-retire/test-files/jquery-1.6.js,"","",d504f6ae4b4da84f82e6467c2f35e1dc,034970f98cb529c779c8f961b2b7c09ecb499240,pkg:javascript/jquery@1.6,"",CVE-2019-11358,CWE-1321,"jQuery before 3.4.0, as used in Drupal, Backdrop CMS, and other products, mishandles jQuery.extend(true, {}, ...) because of Object.prototype pollution. If an unsanitized source object contained an enumerable __proto__ property, it could extend the native Object.prototype.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-1.6.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/grunt-retire/test-files/jquery-1.6.js,"","",d504f6ae4b4da84f82e6467c2f35e1dc,034970f98cb529c779c8f961b2b7c09ecb499240,pkg:javascript/jquery@1.6,"",CVE-2020-11022,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"In jQuery versions greater than or equal to 1.2 and before 3.5.0, passing HTML from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute untrusted code. This problem is patched in jQuery 3.5.0.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-1.6.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/grunt-retire/test-files/jquery-1.6.js,"","",d504f6ae4b4da84f82e6467c2f35e1dc,034970f98cb529c779c8f961b2b7c09ecb499240,pkg:javascript/jquery@1.6,"",CVE-2020-11023,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute untrusted code. This problem is patched in jQuery 3.5.0.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-1.6.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/grunt-retire/test-files/jquery-1.6.js,"","",d504f6ae4b4da84f82e6467c2f35e1dc,034970f98cb529c779c8f961b2b7c09ecb499240,pkg:javascript/jquery@1.6,"",CVE-2011-4969,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in jQuery before 1.6.3, when using location.hash to select elements, allows remote attackers to inject arbitrary web script or HTML via a crafted tag.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,"","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-ui-1.8.10.custom.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/selenium-webdriver/lib/test/data/js/jquery-ui-1.8.10.custom.min.js,"","",a1b0ab465f53fbcfd5c331ae58e0564c,5e4fe114e79ac4fb0cba97fc5e39dd8e9ce7ef07,"pkg:javascript/jquery-ui-dialog@1.8.10, pkg:javascript/jquery-ui@1.8.10","",CVE-2010-5312,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in jquery.ui.dialog.js in the Dialog widget in jQuery UI before 1.10.0 allows remote attackers to inject arbitrary web script or HTML via the title option.,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"HIGHEST, HIGHEST",5,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-ui-1.8.10.custom.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/selenium-webdriver/lib/test/data/js/jquery-ui-1.8.10.custom.min.js,"","",a1b0ab465f53fbcfd5c331ae58e0564c,5e4fe114e79ac4fb0cba97fc5e39dd8e9ce7ef07,"pkg:javascript/jquery-ui-dialog@1.8.10, pkg:javascript/jquery-ui@1.8.10","",CVE-2016-7103,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in jQuery UI before 1.12.0 might allow remote attackers to inject arbitrary web script or HTML via the closeText parameter of the dialog function.,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"HIGHEST, HIGHEST",5,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-ui-1.8.10.custom.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/selenium-webdriver/lib/test/data/js/jquery-ui-1.8.10.custom.min.js,"","",a1b0ab465f53fbcfd5c331ae58e0564c,5e4fe114e79ac4fb0cba97fc5e39dd8e9ce7ef07,"pkg:javascript/jquery-ui-dialog@1.8.10, pkg:javascript/jquery-ui@1.8.10","",CVE-2021-41182,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of the `altField` option of the Datepicker widget from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. Any string value passed to the `altField` option is now treated as a CSS selector. A workaround is to not accept the value of the `altField` option from untrusted sources.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"HIGHEST, HIGHEST",5,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-ui-1.8.10.custom.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/selenium-webdriver/lib/test/data/js/jquery-ui-1.8.10.custom.min.js,"","",a1b0ab465f53fbcfd5c331ae58e0564c,5e4fe114e79ac4fb0cba97fc5e39dd8e9ce7ef07,"pkg:javascript/jquery-ui-dialog@1.8.10, pkg:javascript/jquery-ui@1.8.10","",CVE-2021-41183,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of various `*Text` options of the Datepicker widget from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. The values passed to various `*Text` options are now always treated as pure text, not HTML. A workaround is to not accept the value of the `*Text` options from untrusted sources.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"HIGHEST, HIGHEST",5,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-ui-1.8.10.custom.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/selenium-webdriver/lib/test/data/js/jquery-ui-1.8.10.custom.min.js,"","",a1b0ab465f53fbcfd5c331ae58e0564c,5e4fe114e79ac4fb0cba97fc5e39dd8e9ce7ef07,"pkg:javascript/jquery-ui-dialog@1.8.10, pkg:javascript/jquery-ui@1.8.10","",CVE-2021-41184,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of the `of` option of the `.position()` util from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. Any string value passed to the `of` option is now treated as a CSS selector. A workaround is to not accept the value of the `of` option from untrusted sources.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"HIGHEST, HIGHEST",5,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery-ui-1.8.10.custom.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/selenium-webdriver/lib/test/data/js/jquery-ui-1.8.10.custom.min.js,"","",a1b0ab465f53fbcfd5c331ae58e0564c,5e4fe114e79ac4fb0cba97fc5e39dd8e9ce7ef07,"pkg:javascript/jquery-ui-dialog@1.8.10, pkg:javascript/jquery-ui@1.8.10","",CVE-2022-31160,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"jQuery UI is a curated set of user interface interactions, effects, widgets, and themes built on top of jQuery. Versions prior to 1.13.2 are potentially vulnerable to cross-site scripting. Initializing a checkboxradio widget on an input enclosed within a label makes that parent label contents considered as the input label. Calling `.checkboxradio( ""refresh"" )` on such a widget and the initial HTML contained encoded HTML entities will make them erroneously get decoded. This can lead to potentially executing JavaScript code. The bug has been patched in jQuery UI 1.13.2. To remediate the issue, someone who can change the initial HTML can wrap all the non-input contents of the `label` in a `span`.",NVD,"","","",MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"HIGHEST, HIGHEST",5,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/app/assets/vendor/jquery.min.js,"","",e3f24f23b859cf718282e3806ed5ce38,c92a61cb4fbc23adb05973638f60e2999bed4a26,pkg:javascript/jquery@1.10.2,"",CVE-2015-9251,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"jQuery before 3.0.0 is vulnerable to Cross-site Scripting (XSS) attacks when a cross-domain Ajax request is performed without the dataType option, causing text/javascript responses to be executed.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/app/assets/vendor/jquery.min.js,"","",e3f24f23b859cf718282e3806ed5ce38,c92a61cb4fbc23adb05973638f60e2999bed4a26,pkg:javascript/jquery@1.10.2,"",CVE-2019-11358,CWE-1321,"jQuery before 3.4.0, as used in Drupal, Backdrop CMS, and other products, mishandles jQuery.extend(true, {}, ...) because of Object.prototype pollution. If an unsanitized source object contained an enumerable __proto__ property, it could extend the native Object.prototype.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/app/assets/vendor/jquery.min.js,"","",e3f24f23b859cf718282e3806ed5ce38,c92a61cb4fbc23adb05973638f60e2999bed4a26,pkg:javascript/jquery@1.10.2,"",CVE-2020-11022,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"In jQuery versions greater than or equal to 1.2 and before 3.5.0, passing HTML from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute untrusted code. This problem is patched in jQuery 3.5.0.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jquery.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/app/assets/vendor/jquery.min.js,"","",e3f24f23b859cf718282e3806ed5ce38,c92a61cb4fbc23adb05973638f60e2999bed4a26,pkg:javascript/jquery@1.10.2,"",CVE-2020-11023,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute untrusted code. This problem is patched in jQuery 3.5.0.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",js-yaml:3.6.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?js-yaml,"","","","",pkg:npm/js-yaml@3.6.1,"",1085728,"","Versions of `js-yaml` prior to 3.13.1 are vulnerable to Code Injection. The `load()` function may execute arbitrary code injected through a malicious YAML file. Objects that have `toString` as key, JavaScript code as value and are used as explicit mapping keys allow attackers to execute the supplied code through the `load()` function. The `safeLoad()` function is unaffected.  An example payload is  `{ toString: !<tag:yaml.org,2002:js/function> 'function (){return Date.now()}' } : 1`  which returns the object  {   ""1553107949161"": 1 }   ## Recommendation  Upgrade to version 3.13.1.",NPM,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",js-yaml:3.6.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?js-yaml,"","","","",pkg:npm/js-yaml@3.6.1,"",1085724,"","Versions of `js-yaml` prior to 3.13.0 are vulnerable to Denial of Service. By parsing a carefully-crafted YAML file, the node process stalls and may exhaust system resources leading to a Denial of Service.   ## Recommendation  Upgrade to version 3.13.0.",NPM,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",json-schema:0.2.3,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/json-schema:0.2.3,JSON Schema validation and specifications,"","","",pkg:npm/json-schema@0.2.3,cpe:2.3:a:json-schema_project:json-schema:0.2.3:*:*:*:*:*:*:*,CVE-2021-3918,CWE-1321,json-schema is vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,10,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",json-schema:0.2.3,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/json-schema:0.2.3,JSON Schema validation and specifications,"","","",pkg:npm/json-schema@0.2.3,cpe:2.3:a:json-schema_project:json-schema:0.2.3:*:*:*:*:*:*:*,1089513,"",json-schema before version 0.4.0 is vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution').,NPM,"","","","","","",HIGHEST,10,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jsonpointer:4.0.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/jsonpointer:4.0.0,Simple JSON Addressing.,MIT,"","",pkg:npm/jsonpointer@4.0.0,cpe:2.3:a:jsonpointer_project:jsonpointer:4.0.0:*:*:*:*:*:*:*,CVE-2021-23807,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),This affects the package jsonpointer before 5.0.0. A type confusion vulnerability can lead to a bypass of a previous Prototype Pollution fix when the pointer components are arrays.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,13,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",jsonpointer:4.0.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/jsonpointer:4.0.0,Simple JSON Addressing.,MIT,"","",pkg:npm/jsonpointer@4.0.0,cpe:2.3:a:jsonpointer_project:jsonpointer:4.0.0:*:*:*:*:*:*:*,1089593,"",This affects the package `jsonpointer` before `5.0.0`. A type confusion vulnerability can lead to a bypass of a previous Prototype Pollution fix when the pointer components are arrays.,NPM,"","","","","","",HIGHEST,13,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:2.4.2,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2019-10744,NVD-CWE-Other,Versions of lodash lower than 4.17.12 are vulnerable to Prototype Pollution. The function defaultsDeep could be tricked into adding or modifying properties of Object.prototype using a constructor payload.,NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:N/I:P/A:P,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,HIGHEST,8,"","","","","","","",""
