Component,License,CVE,Severity
org.apache.httpcomponents:httpclient:4.1,"Apache, See-License-Clause, Apache-2.0",CVE-2011-1498,4.3
org.apache.httpcomponents:httpclient:4.1,"Apache, See-License-Clause, Apache-2.0",CVE-2012-6153,4.3
org.apache.httpcomponents:httpclient:4.1,"Apache, See-License-Clause, Apache-2.0",CVE-2014-3577,5.8
org.apache.httpcomponents:httpclient:4.1,"Apache, See-License-Clause, Apache-2.0",CVE-2015-5262,4.3
org.apache.httpcomponents:httpclient:4.1,"Apache, See-License-Clause, Apache-2.0",CVE-2020-13956,5.3
org.apache.httpcomponents:httpclient:4.1,"Apache, See-License-Clause, Apache-2.0",sonatype-2017-0359,7.5
org.apache.httpcomponents:httpclient:4.4,Apache-2.0,CVE-2020-13956,5.3
org.apache.httpcomponents:httpclient:4.4,Apache-2.0,sonatype-2017-0359,7.5
org.apache.httpcomponents:httpclient:4.5,Apache-2.0,CVE-2020-13956,5.3
org.apache.httpcomponents:httpclient:4.5,Apache-2.0,sonatype-2017-0359,7.5
org.apache.httpcomponents:httpclient:4.5.2,Apache-2.0,CVE-2020-13956,5.3
org.apache.httpcomponents:httpclient:4.5.2,Apache-2.0,sonatype-2017-0359,7.5
org.apache.httpcomponents:httpcomponents-core:4.0.1,Apache-2.0,,
org.apache.httpcomponents:httpcore:4.1,"Apache, See-License-Clause, Apache-2.0",,
org.apache.httpcomponents:httpcore:4.4.1,Apache-2.0,,
org.apache.httpcomponents:httpcore:4.4.9,Apache-2.0,,
org.apache.httpcomponents:httpmime:4.5,Apache-2.0,,
org.apache.jackrabbit:jackrabbit-jcr-commons:2.2.0,Apache-2.0,,
org.apache.james:apache-mime4j-core:0.7.2,Apache-2.0,,
org.apache.james:apache-mime4j-dom:0.7.2,Apache-2.0,,
org.apache.karaf.services:org.apache.karaf.services.eventadmin:4.0.6,Apache-2.0,,
org.apache.karaf.services:org.apache.karaf.services.staticcm:4.1.1,Apache-2.0,,
org.apache.karaf.system:org.apache.karaf.system.core:3.0.3,Apache-2.0,,
org.apache.logging.log4j:log4j-api:2.17.1,Apache-2.0,,
org.apache.logging.log4j:log4j-core:2.17.1,Apache-2.0,,
org.apache.lucene:lucene-analyzers-common:5.2.1,"Apache-2.0, BSD-2-Clause, BSD-3-Clause, ISO-8879",,
org.apache.lucene:lucene-analyzers-common:5.5.2,"Apache-2.0, BSD-2-Clause, BSD-3-Clause, ISO-8879",,
org.apache.lucene:lucene-analyzers-common:7.1.0,"Apache-2.0, BSD-2-Clause, BSD-3-Clause, ISO-8879",,
org.apache.lucene:lucene-analyzers-icu:5.5.2,"Apache-2.0, MIT",,
org.apache.lucene:lucene-analyzers-icu:7.1.0,"Apache-2.0, MIT",,
org.apache.lucene:lucene-analyzers-kuromoji:7.1.0,Apache-2.0,,
org.apache.lucene:lucene-analyzers-smartcn:5.5.2,Apache-2.0,,
org.apache.lucene:lucene-analyzers-smartcn:7.1.0,Apache-2.0,,
org.apache.lucene:lucene-analyzers-stempel:5.5.2,"Apache-2.0, Apache-1.1",,
org.apache.lucene:lucene-analyzers-stempel:7.1.0,"Apache-2.0, Apache-1.1",,
org.apache.lucene:lucene-core:5.2.1,"Apache-2.0, BSD-3-Clause, MIT",,
org.apache.lucene:lucene-core:5.5.2,"Apache-2.0, BSD-3-Clause, MIT",,
org.apache.lucene:lucene-core:7.1.0,"Apache-2.0, BSD-3-Clause, MIT",,
org.apache.lucene:lucene-grouping:5.5.2,Apache-2.0,,
org.apache.lucene:lucene-grouping:7.1.0,Apache-2.0,,
org.apache.lucene:lucene-highlighter:5.5.2,Apache-2.0,,
org.apache.lucene:lucene-highlighter:7.1.0,Apache-2.0,,
org.apache.lucene:lucene-join:5.5.2,Apache-2.0,,
org.apache.lucene:lucene-join:7.1.0,Apache-2.0,,
org.apache.lucene:lucene-memory:5.5.2,Apache-2.0,,
org.apache.lucene:lucene-memory:7.1.0,Apache-2.0,,
org.apache.lucene:lucene-misc:5.5.2,Apache-2.0,,
org.apache.lucene:lucene-misc:7.1.0,Apache-2.0,,
org.apache.lucene:lucene-queries:5.2.1,Apache-2.0,,
org.apache.lucene:lucene-queries:5.5.2,Apache-2.0,,
org.apache.lucene:lucene-queries:7.1.0,Apache-2.0,,
org.apache.lucene:lucene-queryparser:5.2.1,Apache-2.0,CVE-2017-12629,9.8
org.apache.lucene:lucene-queryparser:5.5.2,Apache-2.0,CVE-2017-12629,9.8
org.apache.lucene:lucene-queryparser:7.1.0,Apache-2.0,CVE-2017-12629,9.8
org.apache.lucene:lucene-sandbox:5.2.1,Apache-2.0,,
org.apache.lucene:lucene-sandbox:5.5.2,Apache-2.0,,
org.apache.lucene:lucene-sandbox:7.1.0,Apache-2.0,,
org.apache.lucene:lucene-spatial:5.5.2,Apache-2.0,,
org.apache.lucene:lucene-spatial:7.1.0,Apache-2.0,,
org.apache.lucene:lucene-suggest:5.5.2,"Apache-2.0, BSD-3-Clause",,
org.apache.lucene:lucene-suggest:7.1.0,"Apache-2.0, BSD-3-Clause",,
org.apache.neethi:neethi:3.0.3,Apache-2.0,,
org.apache.pdfbox:fontbox:2.0.3,Apache-2.0,CVE-2018-8036,6.5
org.apache.pdfbox:jempbox:1.8.12,Apache-2.0,,
org.apache.poi:poi-ooxml:3.15,Apache-2.0,CVE-2019-12415,5.5
org.apache.poi:poi-ooxml-schemas:3.15,"Apache-2.0, No Sources",,
org.apache.poi:poi-scratchpad:3.15,Apache-2.0,CVE-2017-12626,7.5
org.apache.poi:poi-scratchpad:3.15,Apache-2.0,CVE-2022-26336,5.5
org.apache.portals:portlet-api_2.0_spec:1.0,Apache-2.0,,
org.apache.portals:portlet-api_2.1.0_spec:1.0,Apache-2.0,,
org.apache.portals.bridges:portals-bridges-common:1.0,"Not Declared, No Sources",,
org.apache.portals.bridges:portals-bridges-struts:1.2.7-1.0,"Not Declared, No Sources",,
org.apache.santuario:xmlsec:1.5.8,"Apache-2.0, W3C",CVE-2021-40690,7.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.abdera-parser:1.1.2_1,Apache-2.0,CVE-2019-12401,7.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.abdera-parser:1.1.2_1,Apache-2.0,sonatype-2018-0624,9.8
org.apache.servicemix.bundles:org.apache.servicemix.bundles.elasticsearch-client:6.1.1_2,Apache-2.0,,
org.apache.servicemix.bundles:org.apache.servicemix.bundles.junit:4.11_2,Apache-2.0,CVE-2020-15250,5.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.lucene-analyzers-common:5.3.1_2,"Apache-2.0, BSD-2-Clause, BSD-3-Clause, ISO-8879",,
org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-aop:4.1.9.release_1,Apache-2.0,,
org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-beans:4.1.9.release_1,Apache-2.0,CVE-2022-22965,9.8
org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-beans:4.1.9.release_1,Apache-2.0,sonatype-2022-1764,9.8
org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-context:4.1.9.release_1,Apache-2.0,CVE-2022-22968,5.3
org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-expression:4.1.9.release_1,Apache-2.0,CVE-2018-1257,6.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-expression:4.1.9.release_1,Apache-2.0,CVE-2018-1270,9.8
org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-expression:4.1.9.release_1,Apache-2.0,CVE-2022-22950,6.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xerces:2.11.0_1,"Apache-2.0, W3C",CVE-2012-0881,7.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xerces:2.11.0_1,"Apache-2.0, W3C",CVE-2013-4002,7.1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xerces:2.11.0_1,"Apache-2.0, W3C",CVE-2022-23437,6.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xerces:2.11.0_1,"Apache-2.0, W3C",sonatype-2017-0348,5.9
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xmlbeans:2.5.0_2,"Apache-2.0, No Sources",CVE-2021-23926,9.1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2016-3674,7.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2017-7957,7.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2020-26217,8.8
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2020-26258,7.7
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2020-26259,6.8
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-21341,7.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-21342,9.1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-21343,7.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-21344,9.8
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-21346,9.8
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-21347,9.8
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-21348,7.5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-21349,8.6
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-21350,9.8
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-21351,9.1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream:1.4.7_1,"Apache-2.0, BSD",CVE-2021-43859,7.5
org.apache.sling:org.apache.sling.jcr.jcr-wrapper:2.0.0,"Apache-2.0, No Source License",,
org.apache.sling:org.apache.sling.jcr.registration:1.0.6,Apache-2.0,,
org.apache.struts:struts-core:1.3.10,Apache-2.0,CVE-2014-0114,7.5
org.apache.struts:struts-core:1.3.10,Apache-2.0,CVE-2015-0899,7.5
org.apache.struts:struts-core:1.3.10,Apache-2.0,CVE-2016-1181,8.1
org.apache.struts:struts-core:1.3.10,Apache-2.0,CVE-2016-1182,8.2
org.apache.taglibs:taglibs-standard-jstlel:1.2.1,Apache-2.0,,
org.apache.tika:tika-parsers:1.14,Apache-2.0,CVE-2018-1339,5.5
org.apache.tika:tika-parsers:1.14,Apache-2.0,CVE-2018-17197,6.5
org.apache.tika:tika-parsers:1.14,Apache-2.0,CVE-2018-8017,5.5
org.apache.tika:tika-parsers:1.14,Apache-2.0,CVE-2020-1950,5.5
org.apache.tika:tika-parsers:1.14,Apache-2.0,CVE-2020-1951,5.5
org.apache.tika:tika-parsers:1.14,Apache-2.0,CVE-2020-9489,5.5
org.apache.tika:tika-parsers:1.14,Apache-2.0,CVE-2021-28657,5.5
org.apache.tika:tika-parsers:1.14,Apache-2.0,CVE-2022-25169,5.5
org.apache.tomcat:tomcat-jsp-api:8.0.32,Apache-2.0,,
org.apache.ws:com.springsource.org.apache.ws.commons.schema:2.0.3,Apache-2.0,,
org.apache.ws.commons.axiom:axiom-api:1.2.10,Apache-2.0,,
org.apache.ws.commons.axiom:axiom-impl:1.2.10,Apache-2.0,,
org.apache.ws.xmlschema:xmlschema-core:2.1.0,Apache-2.0,,
org.apache.xbean:xbean-spring:2.8,Apache-2.0,,
org.apache.xbean:xbean-spring-v2:fuse-2.7.0.0,Apache-2.0,,
org.apache.xmlbeans:xmlbeans:2.5.0,Apache-2.0,CVE-2021-23926,9.1
org.apache.xmlgraphics:batik-css:1.7,Apache-2.0,,
org.aspectj:aspectjrt:1.8.5,EPL-1.0,,
org.aspectj:aspectjweaver:1.8.9,"EPL-1.0, Apache-1.1",,
org.bouncycastle:bcmail-jdk16:1.45,"MIT, No Source License",,
org.bouncycastle:bcpg-fips:1.0.1,"Bouncycastle-license, MIT, Apache-2.0",,
org.bouncycastle:bcpkix-jdk15on:1.49,"MIT, No Source License",,
org.bouncycastle:bcpkix-jdk15on:1.54,"MIT, No Source License",,
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2015-6644,3.3
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2015-7940,5
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2016-1000338,7.5
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2016-1000339,5.3
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2016-1000341,5.9
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2016-1000342,7.5
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2016-1000343,7.5
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2016-1000344,7.4
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2016-1000345,5.9
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2016-1000346,3.7
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2016-1000352,7.4
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2020-0187,5.5
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",CVE-2020-26939,5.3
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",sonatype-2015-0270,4.8
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",sonatype-2019-0673,3.7
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",sonatype-2020-0770,5.5
org.bouncycastle:bcprov-jdk15on:1.49,"MIT, No Source License",sonatype-2021-4916,5.3
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2015-6644,3.3
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2016-1000338,7.5
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2016-1000339,5.3
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2016-1000340,7.5
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2016-1000341,5.9
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2016-1000342,7.5
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2016-1000343,7.5
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2016-1000344,7.4
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2016-1000345,5.9
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2016-1000346,3.7
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2016-1000352,7.4
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2018-1000180,7.5
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2020-0187,5.5
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2020-15522,5.9
org.bouncycastle:bcprov-jdk15on:1.54,MIT,CVE-2020-26939,5.3
org.bouncycastle:bcprov-jdk15on:1.54,MIT,sonatype-2019-0673,3.7
org.bouncycastle:bcprov-jdk15on:1.54,MIT,sonatype-2020-0770,5.5
org.bouncycastle:bcprov-jdk15on:1.54,MIT,sonatype-2021-4916,5.3
org.bouncycastle.wso2:bcprov-jdk16:1.45.wso2v1,Apache-2.0,,
org.ccil.cowan.tagsoup:tagsoup:1.2.1,"Apache-2.0, AFL-2.1 or GPL-2.0+",,
org.codehaus.groovy:groovy:2.4.5,Apache-2.0,CVE-2016-6814,9.8
org.codehaus.groovy:groovy:2.4.5,Apache-2.0,CVE-2020-17521,5.5
org.codehaus.jettison:jettison:1.3.3,Apache-2.0,CVE-2022-40149,6.5
org.codehaus.jettison:jettison:1.3.3,Apache-2.0,CVE-2022-40150,6.5
org.codehaus.woodstox:com.springsource.com.ctc.wstx:3.2.7,Apache-2.0,,
org.codehaus.woodstox:stax2-api:3.1.4,"BSD, BSD-2-Clause, See-License-Clause",,
org.codehaus.woodstox:woodstox-core-asl:4.4.0,"Apache-2.0, See-License-Clause",,
org.codehaus.woodstox:woodstox-core-asl:4.4.1,"Apache-2.0, See-License-Clause",,
org.corehunter:corehunter-base:3.0.0,Apache-2.0,,
org.eclipse.birt.runtime.3_7_1:org.apache.xml.resolver:1.2.0,"EPL-1.0, No Sources",,
org.eclipse.core:runtime:20070801,EPL-1.0,,
org.eclipse.core.runtime:eclipse-core-runtime:20070801,Not Provided,,
org.eclipse.hudson.main:hudson-war:3.0.0-m1,EPL-1.0,,
org.eclipse.jdt.core.compiler:ecj:4.4.2,EPL-1.0,,
org.eclipse.osgi:3.10.101,EPL-1.0,,
org.eclipse.osgi:3.11.3,EPL-1.0,,
org.eclipse.platform:org.eclipse.equinox.http.servlet:1.3.1,EPL-1.0,,
org.eclipse.scout.sdk.deps:org.eclipse.osgi:3.10.100.v20150529-1857,"EPL-1.0, Apache-2.0",,
org.elasticsearch:elasticsearch:2.4.0,Apache-2.0,CVE-2018-3831,8.8
org.elasticsearch:elasticsearch:2.4.0,Apache-2.0,CVE-2019-7614,5.9
org.elasticsearch:elasticsearch:6.1.3,Apache-2.0,CVE-2018-3826,6.5
org.elasticsearch:elasticsearch:6.1.3,Apache-2.0,CVE-2018-3831,8.8
org.elasticsearch:elasticsearch:6.1.3,Apache-2.0,CVE-2019-7614,5.9
org.elasticsearch:elasticsearch-cli:6.1.3,Apache-2.0,,
org.elasticsearch.client:sniffer:5.5.3,Apache-2.0,,
org.elasticsearch.client:transport:6.1.3,Apache-2.0,,
org.elasticsearch.client:x-pack-transport:5.5.3,"Non-Standard, No Sources",,
org.elasticsearch.plugin:analysis-icu:2.4.0,Apache-2.0,,
org.elasticsearch.plugin:analysis-kuromoji:2.4.0,Apache-2.0,,
org.elasticsearch.plugin:analysis-smartcn:2.4.0,Apache-2.0,,
org.elasticsearch.plugin:analysis-stempel:2.4.0,Apache-2.0,,
org.elasticsearch.plugin:lang-mustache-client:6.1.3,Apache-2.0,,
org.elasticsearch.plugin:parent-join-client:6.1.3,Apache-2.0,,
org.elasticsearch.plugin:percolator-client:6.1.3,Apache-2.0,,
org.elasticsearch.plugin:reindex-client:6.1.3,Apache-2.0,,
org.elasticsearch.plugin:transport-netty4-client:6.1.3,Apache-2.0,,
org.freemarker:freemarker:2.3.23,Apache-2.0,sonatype-2019-0870,7.7
org.freshcookies:freshcookies-security:0.60,Apache-2.0,,
org.fusesource.jansi:jansi:1.11,Apache-2.0,,
org.fusesource.jansi:jansi-native:1.5,Apache-2.0,,
org.gagravarr:vorbis-java-core:0.8,Apache-2.0,,
org.gagravarr:vorbis-java-tika:0.8,Apache-2.0,,
org.glassfish:javax.el:3.0.1-b05,"CDDL-1.1, Generic-Open-Source-Clause, GPL-2.0-with-classpath-exception, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE",,
org.glassfish:javax.json:1.0.4.redhat-1,CDDL-1.1,,
org.glassfish.web:javax.servlet.jsp:2.3.3-b02,"CDDL-1.1, Generic-Open-Source-Clause, GPL-2.0-with-classpath-exception, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE",,
org.glassfish.web:javax.servlet.jsp.jstl:1.2.3,"CDDL-1.1, Generic-Open-Source-Clause, GPL-2.0-with-classpath-exception, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE",CVE-2015-0254,7.5
org.glassfish.web:jstl-impl:1.2,"CDDL-1.1 or GPL-2.0-CPE, Apache-2.0",CVE-2015-0254,7.5
org.hamcrest:hamcrest-core:1.3-redhat-1,BSD-3-Clause,,
org.hdrhistogram:hdrhistogram:2.1.9,"CC0-1.0, Public Domain",,
org.hibernate:hibernate-commons-annotations:3.2.0.final,"LGPL-3.0, LGPL",,
org.hibernate:hibernate-core:3.6.10.final,"Apache-2.0 or LGPL-2.1, LGPL-2.1",CVE-2020-25638,7.4
org.homunculusframework:hcf-api-spring:0.0.97,Apache-2.0,,
org.hsqldb:hsqldb:2.3.3,BSD-3-Clause,,
org.htmlparser:htmlparser:1.6,"CPL-1.0, No Sources",,
org.im4java:im4java:1.2.0,"LGPL-2.1, No Source License",,
org.incava:java-diff:1.1,"BSD, BSD-2-Clause, BSD-3-Clause",,
org.jabsorb:jabsorb:1.3.1,"Not Declared, No Sources",,
org.jabsorb:jabsorb:1.3.2,"Apache-2.0, JSON",,
org.jasig.cas:com.springsource.org.jasig.cas.client:3.1.12,"Not Declared, No Source License",CVE-2014-4172,9.8
org.jasig.cas:com.springsource.org.jasig.cas.client:3.1.12,"Not Declared, No Source License",sonatype-2016-0602,8.8
org.jasig.cas.client:cas-client-core:3.1.12,"BSD-3-Clause, JA-SIG-Collaborative, No Source License",CVE-2014-4172,9.8
org.jasig.cas.client:cas-client-core:3.1.12,"BSD-3-Clause, JA-SIG-Collaborative, No Source License",sonatype-2016-0602,8.8
org.javassist:javassist:3.18.2-ga,"Apache-1.0, Apache-1.1, Apache-2.0, LGPL-2.1, MPL-1.1, Apache-2.0 or LGPL-2.1+ or MPL-1.1",sonatype-2014-0257,4.8
org.jboss.spec.javax.servlet:jboss-servlet-api_3.1_spec:1.0.0.final,"CDDL-1.0, GPL-2.0-with-classpath-exception, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE, Sun-Restricted",,
org.jdom:jdom:1.1.1,"Not Declared, No Sources",CVE-2021-33813,7.5
org.jgrapht:jgrapht-core:0.9.1,"EPL-1.0, LGPL-2.1, EPL-1.0 or LGPL-2.1",,
org.joda:joda-convert:1.2,Apache-2.0,,
org.jodd:jodd-bean:3.6.4,"BSD-2-Clause, BSD-3-Clause, No Source License",,
org.jodd:jodd-core:3.6.8,"BSD-2-Clause, BSD-3-Clause",,
org.jodd:jodd-http:3.6.4,"BSD-2-Clause, BSD-3-Clause, No Source License",CVE-2022-29631,7.5
org.jodd:jodd-json:3.6.3,"BSD-2-Clause, BSD-3-Clause, No Source License",CVE-2018-21234,9.8
org.jodd:jodd-proxetta:3.6.4,"BSD-2-Clause, BSD-3-Clause",,
org.jodd:jodd-servlet:3.6.4,"BSD-2-Clause, BSD-3-Clause, No Source License",,
org.jodd:jodd-upload:3.6.1,"BSD-2-Clause, BSD-3-Clause, No Source License",,
org.jruby:joda-timezones:2013d,"Not Declared, No Sources",,
org.json:json:20140107,JSON,sonatype-2022-3061,7.5
org.json:json:20190722,JSON,,
org.jsoup:jsoup:1.11.2,"MIT, No Source License",CVE-2021-37714,7.5
org.jsoup:jsoup:1.11.2,"MIT, No Source License",CVE-2022-36033,6.1
org.jvnet:mimepull:1.3,"CDDL-1.0, GPL-2.0-with-classpath-exception, CDDL-1.1 or GPL-2.0-CPE",,
org.locationtech.spatial4j:spatial4j:0.6,Apache-2.0,,
org.mariadb.jdbc:mariadb-java-client:1.1.9,"LGPL-2.1, BSD-3-Clause",,
org.meeuw:mihxil-json-formatter:0.7,"Apache-2.0, Generic-Open-Source-Clause, No Source License",,
org.mnode.ical4j:ical4j:1.0.2,"BSD-3-Clause, See-License-Clause",,
org.mozilla:rhino:1.7r4,"MPL-2.0, BSD-3-Clause",sonatype-2018-0590,8.8
org.netbeans.external:kxml2-2.3.0:release65,"LGPL-2.0, BSD-3-Clause, CPL-1.0",,
org.noggit:noggit:0.6,Apache-2.0,,
org.openid4java:openid4java:0.9.8,Apache-2.0,,
org.openoffice:juh:2.3.0,"LGPL-2.1, LGPL-3.0, No Sources",,
org.openoffice:jurt:2.2.0,"LGPL-2.1, LGPL-3.0, No Sources",,
org.openoffice:ridl:2.3.1,"LGPL-2.1, LGPL-3.0, No Sources",,
org.openoffice:unoil:2.3.0,"LGPL-2.1, LGPL-3.0, No Sources",,
org.opensaml:opensaml:1.1,"Apache-2.0, No Sources",CVE-2009-3476,9.3
org.osgi:org.osgi.core:6.0.0,Apache-2.0,,
org.osgi:org.osgi.resource:1.0.0,Apache-2.0,,
org.osgi:org.osgi.service.component:1.3.0,Apache-2.0,,
org.osgi:org.osgi.service.component.annotations:1.3.0,Apache-2.0,,
org.osgi:org.osgi.service.http.whiteboard:1.0.0,Apache-2.0,,
org.osgi:org.osgi.service.log:1.3.0,Apache-2.0,,
org.osgi:org.osgi.service.metatype:1.3.0,Apache-2.0,,
org.osgi:org.osgi.service.metatype.annotations:1.3.0,Apache-2.0,,
org.osgi:org.osgi.service.repository:1.1.0,Apache-2.0,,
org.osgi:org.osgi.service.url:1.0.0,Apache-2.0,,
org.osgi:org.osgi.util.function:1.0.0,Apache-2.0,,
org.osgi:org.osgi.util.promise:1.0.0,Apache-2.0,,
org.osgi:org.osgi.util.tracker:1.5.1,Apache-2.0,,
org.osgi:osgi.cmpn:5.0.0,Apache-2.0,,
org.osgi:osgi.enroute.base.api:2.0.0,Apache-2.0,,
org.osgi:osgi.promise:6.0.0,Apache-2.0,,
org.osgi:org.osgi.service.coordinator:1.0.2,Apache-2.0,,
org.outerj.daisy:daisydiff:1.1,Apache-2.0,,
org.ow2.asm:asm-debug-all:5.0.4,"BSD, BSD-3-Clause",,
org.ow2.asm:asm-util:4.1,"BSD, BSD-3-Clause",,
org.owasp.antisamy:antisamy:1.5.3,"BSD, BSD-2-Clause, BSD-3-Clause",CVE-2017-14735,6.1
org.owasp.antisamy:antisamy:1.5.3,"BSD, BSD-2-Clause, BSD-3-Clause",CVE-2021-35043,6.1
org.owasp.antisamy:antisamy:1.5.3,"BSD, BSD-2-Clause, BSD-3-Clause",CVE-2022-28367,6.1
org.owasp.antisamy:antisamy:1.5.3,"BSD, BSD-2-Clause, BSD-3-Clause",sonatype-2016-0701,6.1
org.owasp.antisamy:antisamy:1.5.3,"BSD, BSD-2-Clause, BSD-3-Clause",sonatype-2018-0861,5.4
org.postgresql:postgresql:42.0.0,"BSD-2-Clause, No Source License",CVE-2018-10936,8.1
org.postgresql:postgresql:42.0.0,"BSD-2-Clause, No Source License",CVE-2020-13692,7.7
org.postgresql:postgresql:42.0.0,"BSD-2-Clause, No Source License",CVE-2022-21724,9.8
org.postgresql:postgresql:42.0.0,"BSD-2-Clause, No Source License",CVE-2022-26520,9.8
org.postgresql:postgresql:42.0.0,"BSD-2-Clause, No Source License",sonatype-2022-4402,7.1
org.primefaces.extensions:resources-ckeditor:6.1.1,"GPL-2.0+, GPL-3.0, LGPL-2.1, LGPL-3.0, MPL-1.1, MPL-1.1+, Apache-2.0",sonatype-2020-0066,6.1
org.quartz-scheduler:quartz:2.1.7,Apache-2.0,CVE-2019-13990,9.8
org.rapidpm.microservice:rapidpm-microservice-modules-core:0.0.4,"Apache-2.0, Generic-Open-Source-Clause, Apache-1.1, Apache-2.0 or LGPL-2.1+ or MPL-1.1, CC-BY-2.5, CDDL-1.0, CDDL-1.1 or GPL-2.0-CPE, LGPL-2.1+, MIT, Public Domain, Sun-IP, Sun-Restricted",CVE-2016-0793,7.5
org.rapidpm.microservice:rapidpm-microservice-modules-core:0.0.4,"Apache-2.0, Generic-Open-Source-Clause, Apache-1.1, Apache-2.0 or LGPL-2.1+ or MPL-1.1, CC-BY-2.5, CDDL-1.0, CDDL-1.1 or GPL-2.0-CPE, LGPL-2.1+, MIT, Public Domain, Sun-IP, Sun-Restricted",CVE-2016-4993,6.1
