CVEs,Components,Source File,Organization,Product,Project,Severity,CVSS,CVSS Type,Status,Library Type,Creation Date,Modified Date,Top Fix,Changed Status - Comment,Changed Status  - User
CVE-2021-36222,krb5-locales_1.17-6ubuntu4.1_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version libkadm5-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-pkinit-debuginfo - 1.18.2-8.3,1.18.2-8.3;libkadm5 - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-pkinit - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-libs - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-server-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-devel-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-libs-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-devel - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5 - 1.18.2-8.3;krb5-debugsource - 1.18.2-8.3,1.18.2-8.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-36222",,
CVE-2022-1735,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4969
Message: Upgrade to version
Details: https://huntr.dev/bounties/c9f85608-ff11-48e4-933d-53d1759d44d9/",,
CVE-2022-1785,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4977
Message: Upgrade to version
Details: https://huntr.dev/bounties/8c969cba-eef2-4943-b44a-4e3089599109/",,
CVE-2022-1927,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.5037
Message: Upgrade to version
Details: https://huntr.dev/bounties/945107ef-0b27-41c7-a03c-db99def0e777/",,
CVE-2006-4250,man-db_2.9.1-1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.9,CVSS_3,Active,Debian,2023-03-07 00:52:53.0,2023-03-07 00:52:53.0,"Upgrade to version man-db - 2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1,2.4.3-5ubuntu1
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2006-4250",,
CVE-2022-0318,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),CRITICAL,9.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4151
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0318",,
CVE-2018-5709,krb5-locales_1.17-6ubuntu4.1_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version 1.17
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-5709",,
CVE-2022-0368,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4217
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0368",,
CVE-2022-0685,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4418
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0685",,
CVE-2016-2781,coreutils_8.30-3ubuntu2_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,6.5,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,,,
CVE-2021-45078,libctf-nobfd0_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:53.0,2023-03-07 00:52:53.0,"Upgrade to version binutils - 2.37.50.20220106-1
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-45078",,
CVE-2021-4192,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version vim-common - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim - 8.0.1763-16;vim-enhanced - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim-filesystem - 8.0.1763-16;vim-X11 - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim-minimal - 8.0.1763-16,8.0.1763-16,8.0.1763-16
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-4192",,
CVE-2020-13844,libgcc-9-dev_9.4.0-1ubuntu1~20.04.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,,,
CVE-2021-4193,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version vim-common - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim - 8.0.1763-16;vim-enhanced - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim-filesystem - 8.0.1763-16;vim-X11 - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim-minimal - 8.0.1763-16,8.0.1763-16,8.0.1763-16
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-4193",,
CVE-2022-0443,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4281
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0443",,
CVE-2022-0368,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4217
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0368",,
CVE-2022-0413,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4253
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0413",,
CVE-2022-0318,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),CRITICAL,9.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4151
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0318",,
CVE-2022-1851,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.5013
Message: Upgrade to version
Details: https://huntr.dev/bounties/f8af901a-9a46-440d-942a-8f815b59394d/",,
CVE-2021-37750,libk5crypto3_1.17-6ubuntu4.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,6.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version libkadm5-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-pkinit-debuginfo - 1.18.2-8.3,1.18.2-8.3;libkadm5 - 1.15.1-51,1.15.1-51,1.15.1-51,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-pkinit - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.15.1-51,1.18.2-8.3,1.18.2-8.3;krb5-debuginfo - 1.15.1-51,1.18.2-8.3,1.15.1-51,1.18.2-8.3;krb5-server - 1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3;krb5-libs - 1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.15.1-51,1.15.1-51;krb5-server-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-devel-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap - 1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3;krb5-libs-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation - 1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.15.1-51;krb5-devel - 1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3;krb5 - 1.15.1-51,1.18.2-8.3;krb5-debugsource - 1.18.2-8.3,1.18.2-8.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-37750",,
CVE-2022-0408,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4247
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0408",,
CVE-2020-14145,openssh-client_8.2p1-4ubuntu0.5_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.9,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,"Upgrade to version openssh-debugsource - 8.0p1-10;openssh-cavs-debuginfo - 8.0p1-10;openssh-server-debuginfo - 8.0p1-10;openssh-ldap-debuginfo - 8.0p1-10;openssh-keycat - 8.0p1-10,8.0p1-10,8.0p1-10,8.0p1-10;openssh-clients - 8.0p1-10,8.0p1-10,8.0p1-10,8.0p1-10;openssh-clients-debuginfo - 8.0p1-10;openssh - 8.0p1-10,8.0p1-10,8.0p1-10,8.0p1-10,8.0p1-10;pam_ssh_agent_auth-debuginfo - 0.10.3-7.10;openssh-server - 8.0p1-10,8.0p1-10,8.0p1-10,8.0p1-10;openssh-debuginfo - 8.0p1-10;openssh-askpass-debuginfo - 8.0p1-10;openssh-askpass - 8.0p1-10,8.0p1-10,8.0p1-10,8.0p1-10;openssh-cavs - 8.0p1-10,8.0p1-10,8.0p1-10,8.0p1-10;openssh-ldap - 8.0p1-10,8.0p1-10,8.0p1-10,8.0p1-10;openssh-keycat-debuginfo - 8.0p1-10;pam_ssh_agent_auth - 0.10.3-7.10,0.10.3-7.10,0.10.3-7.10,0.10.3-7.10
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2020-14145",,
CVE-2021-39537,libncursesw6_6.2-0ubuntu2_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,8.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version ncurses - 6.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-39537",,
CVE-2022-1968,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.5050
Message: Upgrade to version
Details: https://huntr.dev/bounties/949090e5-f4ea-4edf-bd79-cd98f0498a5b/",,
CVE-2022-0417,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4245
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0417",,
CVE-2016-20013,libc-bin_2.31-0ubuntu9.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,,,
