Component,,,CVE
org.apache.camel:camel-ruby:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-ruby:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-ruby:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-ruby:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-rx:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-rx:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-rx:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-rx:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-rx:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-rx:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-salesforce:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-salesforce:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-salesforce:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-salesforce:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-salesforce:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-salesforce:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-sap-netweaver:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-sap-netweaver:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-sap-netweaver:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-sap-netweaver:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-sap-netweaver:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-sap-netweaver:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-scala:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-scala:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-scala:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-scala:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-scala:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-scala:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-schematron:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-schematron:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-schematron:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-schematron:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-schematron:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-schematron:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-scr:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-scr:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-scr:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-scr:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-scr:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-scr:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-script:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-script:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-script:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-script:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-script:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-script:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-servlet:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-servlet:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-servlet:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-servlet:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-servlet:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-servlet:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-servletlistener:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-servletlistener:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-servletlistener:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-servletlistener:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-servletlistener:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-servletlistener:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-shiro:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-shiro:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-shiro:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-shiro:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-shiro:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-shiro:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-sip:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-sip:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-sip:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-sip:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-sip:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-sip:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-sjms:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-sjms:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-sjms:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-sjms:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-sjms:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-sjms:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-slack:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-slack:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-slack:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-slack:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-slack:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-slack:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-smpp:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-smpp:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-smpp:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-smpp:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-smpp:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-smpp:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-snmp:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-snmp:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-snmp:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-snmp:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-snmp:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-snmp:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-soap:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-soap:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-soap:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-soap:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-soap:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-soap:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-solr:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-solr:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-solr:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-solr:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-solr:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-solr:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spark-rest:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spark-rest:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spark-rest:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spark-rest:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spark-rest:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spark-rest:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-splunk:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-splunk:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-splunk:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-splunk:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-splunk:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-splunk:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring-batch:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring-batch:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring-batch:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring-batch:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring-batch:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring-batch:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring-boot:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring-boot:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring-boot:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring-boot:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring-boot:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring-boot:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring-integration:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring-integration:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring-integration:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring-integration:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring-integration:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring-integration:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring-javaconfig:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring-javaconfig:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring-javaconfig:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring-javaconfig:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring-javaconfig:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring-javaconfig:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring-ldap:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring-ldap:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring-ldap:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring-ldap:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring-ldap:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring-ldap:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring-redis:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring-redis:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring-redis:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring-redis:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring-redis:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring-redis:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring-security:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring-security:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring-security:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring-security:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring-security:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring-security:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring-ws:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring-ws:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring-ws:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring-ws:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring-ws:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring-ws:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-sql:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-sql:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-sql:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-sql:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-sql:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-sql:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-ssh:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-ssh:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-ssh:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-ssh:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-ssh:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-ssh:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-stax:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-stax:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-stax:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-stax:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-stax:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-stax:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-stomp:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-stomp:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-stomp:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-stomp:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-stomp:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-stomp:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-stream:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-stream:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-stream:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-stream:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-stream:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-stream:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-stringtemplate:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-stringtemplate:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-stringtemplate:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-stringtemplate:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-stringtemplate:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-stringtemplate:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-swagger-java:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-swagger-java:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-swagger-java:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-swagger-java:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-swagger-java:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-swagger-java:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-swagger:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-swagger:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-swagger:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-swagger:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-swagger:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-swagger:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-syslog:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-syslog:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-syslog:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-syslog:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-syslog:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-syslog:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-tagsoup:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-tagsoup:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-tagsoup:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-tagsoup:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-tagsoup:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-tagsoup:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-tarfile:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-tarfile:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-tarfile:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-tarfile:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-tarfile:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-tarfile:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-test-blueprint:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-test-blueprint:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-test-blueprint:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-test-blueprint:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-test-blueprint:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-test-blueprint:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-test-spring:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-test-spring:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-test-spring:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-test-spring:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-test-spring:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-test-spring:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-test:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-test:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-test:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-test:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-test:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-test:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-testng:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-testng:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-testng:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-testng:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-testng:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-testng:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-twitter:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-twitter:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-twitter:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-twitter:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-twitter:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-twitter:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-undertow:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-undertow:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-undertow:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-undertow:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-undertow:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-undertow:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-univocity-parsers:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-univocity-parsers:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-univocity-parsers:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-univocity-parsers:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-univocity-parsers:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-univocity-parsers:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-urlrewrite:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
